Order_ID,Order_Date,Order_DateTime,Customer_ID,Restaurant_ID,City,Zone,Qty,Subtotal,Discount,Delivery_Fee,Order_Value,Payment_Method,Order_Channel,Order_Status,Delivery_Partner,Rider_ID,Distance_KM,Promised_Minutes,Delivery_Minutes,On_Time_Delivery,Customer_Rating,Cancellation_Reason
ORD01489,2026-01-14,2026-01-14 04:01:00,C0790,Restaurant_12,Panchkula,Sector 8,4,1280,20.0,30,1290,Debit Card,Website,Delivered,Shadowfax,RD012,1.9,30,19.0,True,3.0,
ORD01683,2026-03-01,2026-03-01 01:33:00,C0442,Restaurant_02,Panchkula,Sector 11,2,700,0.0,20,720,Credit Card,Website,Failed,Not Assigned,Not Assigned,6.9,35,,,,Payment Failed
ORD02487,2026-01-17,2026-01-17 11:33:00,C0498,Restaurant_09,Panchkula,Sector 8,3,660,0.0,20,680,Wallet,Website,Delivered,Shadowfax,RD051,4.3,30,35.0,False,4.0,
ORD03409,2026-02-02,2026-02-02 17:48:00,C0385,Restaurant_07,Chandigarh,Sector 22,5,2000,0.0,60,2060,Credit Card,Restaurant App,Delivered,In-house Rider,RD002,3.8,40,20.0,True,4.0,
ORD01986,2026-01-25,2026-01-25 14:51:00,C0011,Restaurant_21,Panchkula,Sector 8,5,2000,0.0,20,2020,Wallet,Website,Failed,Not Assigned,Not Assigned,5.6,45,,,,Rider Unavailable
ORD01269,2026-06-26,2026-06-26 22:19:00,C0265,Restaurant_10,Chandigarh,Sector 35,4,1000,0.0,60,1060,Cash,Website,Delivered,In-house Rider,RD052,5.1,40,31.0,True,5.0,
ORD02909,2026-02-01,2026-02-01 06:38:00,C1009,Restaurant_18,Panchkula,Sector 15,3,840,0.0,60,900,UPI,Restaurant App,Failed,Not Assigned,Not Assigned,3.8,50,,,,Payment Failed
ORD02999,2026-01-23,2026-01-23 15:04:00,C1189,Restaurant_23,Chandigarh,Sector 22,2,500,20.0,20,500,Wallet,Website,Delivered,Shadowfax,RD073,3.8,45,24.0,True,1.0,
ORD02375,2026-01-28,2026-01-28 15:17:00,C0245,Restaurant_01,Mohali,Phase 5,4,1120,30.0,30,1120,Cash,Restaurant App,Delivered,In-house Rider,RD142,6.4,45,36.0,True,4.0,
ORD00227,2026-05-18,2026-05-18 08:40:00,C1186,Restaurant_13,Mohali,Sector 68,2,700,0.0,20,720,Credit Card,Website,Delivered,Shadowfax,RD081,1.1,40,15.0,True,4.0,
ORD03652,2026-03-04,2026-03-04 14:48:00,C0752,Restaurant_14,Mohali,Phase 7,3,750,100.0,60,710,Cash,Website,Delivered,Shadowfax,RD010,4.3,50,27.0,True,4.0,
ORD00554,2026-02-01,2026-02-01 18:42:00,C1087,Restaurant_14,Panchkula,Sector 11,4,1400,50.0,30,1380,UPI,Restaurant App,Delivered,Ola Logistics,RD096,5.0,35,25.0,True,4.0,
ORD00062,2026-06-13,2026-06-13 06:20:00,C0613,Restaurant_09,Panchkula,Sector 8,5,1100,20.0,20,1100,Cash,Website,Cancelled,Not Assigned,Not Assigned,5.3,50,,,,Restaurant Delay
ORD02933,2026-04-30,2026-04-30 00:06:00,C0576,Restaurant_02,Panchkula,Sector 11,4,1400,0.0,30,1430,Debit Card,Restaurant App,Delivered,Ola Logistics,RD122,5.1,35,29.0,True,5.0,
ORD01443,2026-01-02,2026-01-02 02:24:00,C0039,Restaurant_24,Mohali,Phase 3B2,1,180,0.0,60,240,Cash,Restaurant App,Delivered,In-house Rider,RD066,4.9,45,31.0,True,4.0,
ORD03450,2026-05-20,2026-05-20 19:22:00,C0527,Restaurant_20,Chandigarh,Sector 35,4,1000,0.0,40,1040,Wallet,Restaurant App,Delivered,Ola Logistics,RD149,1.2,45,21.0,True,5.0,
ORD01733,2026-01-06,2026-01-06 21:09:00,C0407,Restaurant_18,Panchkula,Sector 5,4,1120,75.0,25,1070,UPI,Restaurant App,Delivered,Ola Logistics,RD135,5.0,40,24.0,True,4.0,
ORD02060,2026-02-13,2026-02-13 09:23:00,C0708,Restaurant_14,Mohali,Phase 7,5,1750,75.0,40,1715,Debit Card,Website,Cancelled,Not Assigned,Not Assigned,3.1,50,,,,Rider Unavailable
ORD02021,2026-05-14,2026-05-14 05:03:00,C1087,Restaurant_14,Chandigarh,Sector 35,2,360,0.0,25,385,Debit Card,Restaurant App,Delivered,In-house Rider,RD141,8.8,40,45.0,False,5.0,
ORD02204,2026-03-05,2026-03-05 18:18:00,C0312,Restaurant_05,Chandigarh,Sector 34,1,120,20.0,60,160,Cash,Restaurant App,Delivered,Shadowfax,RD102,6.0,50,44.0,True,5.0,
ORD03600,2026-03-29,2026-03-29 02:49:00,C0464,Restaurant_11,Chandigarh,Sector 17,3,540,30.0,20,530,Cash,Restaurant App,Delivered,In-house Rider,RD040,5.1,30,29.0,True,5.0,
ORD03487,2026-02-27,2026-02-27 08:12:00,C0377,Restaurant_05,Panchkula,Sector 8,1,120,30.0,25,115,Wallet,Website,Failed,Not Assigned,Not Assigned,7.0,30,,,,Address Issue
ORD01840,2026-02-08,2026-02-08 23:20:00,C0936,Restaurant_08,Mohali,Sector 68,2,440,75.0,20,385,Wallet,Restaurant App,Delivered,In-house Rider,RD021,6.8,50,36.0,True,5.0,
ORD03597,2026-06-06,2026-06-06 15:14:00,C0923,Restaurant_14,Panchkula,Sector 8,5,900,0.0,20,920,Wallet,Website,Delivered,In-house Rider,RD120,2.5,40,29.0,True,,
ORD03632,2026-06-04,2026-06-04 02:44:00,C0957,Restaurant_19,Mohali,Phase 5,3,450,0.0,20,470,Wallet,Website,Delivered,Ola Logistics,RD083,8.0,35,36.0,False,5.0,
ORD03227,2026-06-25,2026-06-25 03:31:00,C0282,Restaurant_04,Panchkula,Sector 8,5,1600,20.0,20,1600,Credit Card,Website,Delivered,Shadowfax,RD134,4.7,45,22.0,True,5.0,
ORD00662,2026-06-12,2026-06-12 13:09:00,C0630,Restaurant_01,Chandigarh,Sector 35,1,400,0.0,40,440,UPI,Website,Delivered,Shadowfax,RD063,6.4,35,32.0,True,4.0,
ORD01636,2026-05-29,2026-05-29 05:09:00,C0302,Restaurant_09,Mohali,Phase 7,2,240,0.0,30,270,UPI,Restaurant App,Delivered,Shiprocket,RD139,0.8,30,12.0,True,5.0,
ORD00349,2026-01-25,2026-01-25 21:03:00,C0211,Restaurant_09,Mohali,Sector 68,3,360,30.0,40,370,Credit Card,Website,Delivered,Shadowfax,RD052,10.6,50,47.0,True,5.0,
ORD01575,2026-06-15,2026-06-15 20:43:00,C0364,Restaurant_04,Panchkula,Sector 8,3,1200,20.0,50,1230,Credit Card,Restaurant App,Delivered,In-house Rider,RD014,6.1,45,37.0,True,5.0,
ORD00298,2026-05-14,2026-05-14 13:16:00,C0139,Restaurant_09,Chandigarh,Sector 22,1,400,0.0,60,460,Credit Card,Website,Failed,Not Assigned,Not Assigned,4.4,45,,,,Payment Failed
ORD02215,2026-03-27,2026-03-27 03:26:00,C0529,Restaurant_22,Panchkula,Sector 8,1,280,75.0,60,265,Debit Card,Website,Delivered,In-house Rider,RD058,0.8,40,17.0,True,2.0,
ORD01881,2026-02-10,2026-02-10 10:22:00,C0916,Restaurant_05,Chandigarh,Manimajra,5,1400,30.0,40,1410,Wallet,Website,Delivered,In-house Rider,RD129,6.2,45,29.0,True,5.0,
ORD03508,2026-01-02,2026-01-02 02:04:00,C0402,Restaurant_15,Panchkula,Sector 11,1,220,0.0,60,280,Wallet,Restaurant App,Delivered,In-house Rider,RD107,2.4,35,18.0,True,5.0,
ORD03889,2026-03-02,2026-03-02 14:18:00,C0931,Restaurant_15,Chandigarh,Sector 22,1,150,0.0,40,190,Cash,Restaurant App,Delivered,In-house Rider,RD031,4.4,50,31.0,True,5.0,
ORD00205,2026-03-28,2026-03-28 09:57:00,C0591,Restaurant_22,Mohali,Phase 3B2,3,840,50.0,50,840,Cash,Restaurant App,Delivered,Shadowfax,RD128,4.3,35,26.0,True,5.0,
ORD01734,2026-06-01,2026-06-01 04:33:00,C0814,Restaurant_16,Mohali,Sector 68,2,240,75.0,20,185,Debit Card,Restaurant App,Delivered,In-house Rider,RD075,6.1,30,33.0,False,5.0,
ORD00907,2026-05-05,2026-05-05 11:12:00,C0133,Restaurant_13,Chandigarh,Sector 17,3,750,0.0,20,770,Credit Card,Restaurant App,Cancelled,Not Assigned,Not Assigned,0.5,30,,,,Rider Unavailable
ORD00914,2026-04-09,2026-04-09 13:26:00,C0269,Restaurant_14,Panchkula,Sector 8,2,240,50.0,25,215,UPI,Website,Delivered,Ola Logistics,RD104,5.3,30,31.0,False,5.0,
ORD02403,2026-03-10,2026-03-10 15:10:00,C0740,Restaurant_18,Panchkula,Sector 8,4,1280,50.0,40,1270,Credit Card,Website,Cancelled,Not Assigned,Not Assigned,4.5,30,,,,Address Issue
ORD02235,2026-05-17,2026-05-17 07:29:00,C0897,Restaurant_16,Mohali,Phase 3B2,1,280,75.0,25,230,Cash,Website,Cancelled,Not Assigned,Not Assigned,1.2,40,,,,Address Issue
ORD02826,2026-02-13,2026-02-13 17:32:00,C0758,Restaurant_01,Chandigarh,Sector 17,5,1100,20.0,20,1100,UPI,Restaurant App,Cancelled,Not Assigned,Not Assigned,4.5,30,,,,Payment Failed
ORD03941,2026-06-23,2026-06-23 06:56:00,C1189,Restaurant_17,Panchkula,Sector 5,5,1100,20.0,50,1130,Debit Card,Restaurant App,Failed,Not Assigned,Not Assigned,6.7,40,,,,Restaurant Delay
ORD03671,2026-01-15,2026-01-15 07:21:00,C0459,Restaurant_17,Mohali,Phase 3B2,2,240,30.0,60,270,Cash,Restaurant App,Delivered,Shadowfax,RD058,5.6,40,25.0,True,4.0,
ORD01034,2026-03-18,2026-03-18 06:47:00,C0624,Restaurant_04,Mohali,Phase 7,3,750,20.0,20,750,Cash,Website,Delivered,In-house Rider,RD111,7.8,50,37.0,True,5.0,
ORD02059,2026-04-30,2026-04-30 19:36:00,C1006,Restaurant_16,Mohali,Sector 68,2,500,0.0,25,525,Wallet,Restaurant App,Delivered,Ola Logistics,RD078,5.5,30,36.0,False,5.0,
ORD03981,2026-06-26,2026-06-26 01:26:00,C0448,Restaurant_19,Panchkula,Sector 11,2,500,50.0,40,490,Cash,Restaurant App,Delivered,In-house Rider,RD033,8.3,30,48.0,False,4.0,
ORD01305,2026-02-07,2026-02-07 01:22:00,C0620,Restaurant_21,Panchkula,Sector 5,4,600,20.0,60,640,UPI,Website,Delivered,In-house Rider,RD028,5.3,35,33.0,True,3.0,
ORD01771,2026-01-30,2026-01-30 12:02:00,C0964,Restaurant_04,Panchkula,Sector 5,4,480,0.0,40,520,UPI,Restaurant App,Delivered,In-house Rider,RD107,7.5,35,34.0,True,5.0,
ORD01234,2026-02-21,2026-02-21 16:56:00,C0440,Restaurant_03,Panchkula,Sector 8,5,1400,20.0,20,1400,UPI,Website,Delivered,In-house Rider,RD061,1.1,45,11.0,True,4.0,
ORD03603,2026-03-11,2026-03-11 02:52:00,C0473,Restaurant_07,Chandigarh,Sector 34,2,700,0.0,30,730,Wallet,Website,Delivered,In-house Rider,RD014,4.0,45,24.0,True,5.0,
ORD02604,2026-02-27,2026-02-27 21:21:00,C0273,Restaurant_15,Mohali,Phase 5,2,800,20.0,20,800,Wallet,Restaurant App,Failed,Not Assigned,Not Assigned,4.3,40,,,,Customer Cancelled
ORD02338,2026-06-19,2026-06-19 10:38:00,C0338,Restaurant_23,Panchkula,Sector 8,4,1400,0.0,40,1440,Credit Card,Restaurant App,Delivered,In-house Rider,RD139,1.8,50,20.0,True,5.0,
ORD02476,2026-01-04,2026-01-04 11:31:00,C0772,Restaurant_19,Chandigarh,Sector 22,3,1200,100.0,50,1150,Debit Card,Website,Delivered,Ola Logistics,RD053,8.0,35,69.0,False,4.0,
ORD01586,2026-05-23,2026-05-23 07:44:00,C0946,Restaurant_05,Panchkula,Sector 8,2,700,30.0,50,720,UPI,Restaurant App,Delivered,Shadowfax,RD092,7.6,30,38.0,False,3.0,
ORD01818,2026-02-20,2026-02-20 13:21:00,C0673,Restaurant_04,Panchkula,Sector 5,4,1280,30.0,30,1280,UPI,Restaurant App,Delivered,In-house Rider,RD075,5.2,35,26.0,True,5.0,
ORD03961,2026-03-15,2026-03-15 11:33:00,C0299,Restaurant_02,Mohali,Sector 68,5,1750,75.0,25,1700,Wallet,Website,Delivered,In-house Rider,RD120,8.8,35,46.0,False,5.0,
ORD02138,2026-02-25,2026-02-25 22:09:00,C0574,Restaurant_06,Mohali,Phase 5,2,700,50.0,50,700,UPI,Restaurant App,Delivered,In-house Rider,RD112,5.6,50,28.0,True,1.0,
ORD01592,2026-05-14,2026-05-14 00:55:00,C0817,Restaurant_21,Chandigarh,Sector 34,1,120,0.0,40,160,Cash,Restaurant App,Delivered,In-house Rider,RD091,5.0,30,31.0,False,5.0,
ORD00122,2026-04-06,2026-04-06 21:56:00,C0345,Restaurant_16,Mohali,Phase 7,4,1600,0.0,25,1625,Debit Card,Restaurant App,Delivered,In-house Rider,RD100,4.8,35,31.0,True,5.0,
ORD00657,2026-03-15,2026-03-15 07:55:00,C0389,Restaurant_21,Panchkula,Sector 8,5,2000,0.0,30,2030,Debit Card,Website,Delivered,In-house Rider,RD040,5.0,30,22.0,True,5.0,
ORD01792,2026-02-01,2026-02-01 17:14:00,C0503,Restaurant_04,Panchkula,Sector 11,5,1250,20.0,60,1290,Debit Card,Website,Delivered,In-house Rider,RD128,4.8,45,23.0,True,4.0,
ORD02200,2026-05-12,2026-05-12 07:12:00,C0942,Restaurant_09,Mohali,Phase 3B2,3,1200,100.0,50,1150,Credit Card,Restaurant App,Delivered,Shadowfax,RD019,7.8,40,88.0,False,2.0,
ORD03714,2026-06-15,2026-06-15 07:48:00,C0208,Restaurant_03,Chandigarh,Sector 17,5,1400,0.0,60,1460,Cash,Website,Delivered,Ola Logistics,RD025,3.3,35,32.0,True,4.0,
ORD03185,2026-04-04,2026-04-04 17:30:00,C0148,Restaurant_18,Panchkula,Sector 15,5,1600,0.0,20,1620,Cash,Restaurant App,Delivered,Shadowfax,RD135,0.8,30,18.0,True,5.0,
ORD02108,2026-03-26,2026-03-26 19:44:00,C0560,Restaurant_01,Chandigarh,Sector 34,1,250,0.0,20,270,Credit Card,Website,Cancelled,Not Assigned,Not Assigned,5.1,40,,,,Customer Cancelled
ORD01897,2026-05-29,2026-05-29 06:19:00,C0320,Restaurant_21,Panchkula,Sector 8,1,350,0.0,60,410,Cash,Restaurant App,Delivered,In-house Rider,RD033,2.8,50,26.0,True,5.0,
ORD01939,2026-01-28,2026-01-28 18:26:00,C0927,Restaurant_16,Panchkula,Sector 5,4,1600,30.0,30,1600,Debit Card,Restaurant App,Delivered,In-house Rider,RD131,6.6,30,42.0,False,5.0,
ORD00131,2026-06-01,2026-06-01 08:51:00,C0195,Restaurant_01,Panchkula,Sector 11,5,1250,20.0,20,1250,Debit Card,Website,Delivered,Shadowfax,RD119,3.1,35,16.0,True,5.0,
ORD01486,2026-03-24,2026-03-24 10:07:00,C0133,Restaurant_09,Mohali,Phase 5,2,440,30.0,50,460,UPI,Website,Failed,Not Assigned,Not Assigned,5.5,30,,,,Customer Cancelled
ORD01723,2026-01-06,2026-01-06 23:06:00,C1075,Restaurant_21,Panchkula,Sector 5,4,1120,50.0,20,1090,Credit Card,Website,Failed,Not Assigned,Not Assigned,0.3,45,,,,Restaurant Delay
ORD02899,2026-03-23,2026-03-23 11:45:00,C0239,Restaurant_15,Mohali,Sector 68,1,150,100.0,25,80,Credit Card,Website,Cancelled,Not Assigned,Not Assigned,3.3,35,,,,Address Issue
ORD00134,2026-01-08,2026-01-08 15:44:00,C0306,Restaurant_14,Panchkula,Sector 15,1,250,0.0,40,290,Wallet,Website,Delivered,Shadowfax,RD060,4.5,35,28.0,True,3.0,
ORD00001,2026-01-14,2026-01-14 08:05:00,C0503,Restaurant_06,Panchkula,Sector 11,1,320,50.0,30,300,UPI,Website,Delivered,Shadowfax,RD041,2.6,50,28.0,True,4.0,
ORD02520,2026-03-27,2026-03-27 17:51:00,C0043,Restaurant_15,Chandigarh,Manimajra,1,250,100.0,30,180,UPI,Restaurant App,Delivered,In-house Rider,RD003,6.0,30,34.0,False,4.0,
ORD00252,2026-05-03,2026-05-03 04:14:00,C0803,Restaurant_08,Chandigarh,Sector 34,4,720,20.0,60,760,UPI,Website,Cancelled,Not Assigned,Not Assigned,3.8,35,,,,Payment Failed
ORD01070,2026-02-13,2026-02-13 13:44:00,C0799,Restaurant_23,Panchkula,Sector 5,2,640,75.0,60,625,Cash,Website,Delivered,In-house Rider,RD027,8.1,50,36.0,True,1.0,
ORD01888,2026-06-18,2026-06-18 03:49:00,C0101,Restaurant_10,Panchkula,Sector 11,1,120,75.0,30,80,Debit Card,Website,Delivered,In-house Rider,RD128,2.8,50,32.0,True,5.0,
ORD00700,2026-02-02,2026-02-02 01:09:00,C0100,Restaurant_22,Chandigarh,Sector 35,2,240,50.0,40,230,Credit Card,Restaurant App,Delivered,In-house Rider,RD132,6.1,40,38.0,True,4.0,
ORD03371,2026-01-01,2026-01-01 10:27:00,C0347,Restaurant_24,Mohali,Phase 7,3,960,50.0,20,930,Credit Card,Website,Delivered,In-house Rider,RD024,5.1,35,37.0,False,5.0,
ORD03783,2026-05-02,2026-05-02 23:21:00,C0960,Restaurant_12,Mohali,Phase 7,2,440,0.0,25,465,Credit Card,Website,Delivered,In-house Rider,RD083,4.8,45,32.0,True,,
ORD03144,2026-05-17,2026-05-17 01:28:00,C0222,Restaurant_19,Chandigarh,Sector 17,4,480,0.0,25,505,Wallet,Restaurant App,Delivered,In-house Rider,RD087,4.5,35,39.0,False,,
ORD00239,2026-06-26,2026-06-26 09:54:00,C0059,Restaurant_18,Mohali,Phase 5,2,800,50.0,50,800,UPI,Website,Delivered,In-house Rider,RD051,4.5,40,31.0,True,5.0,
ORD01436,2026-03-27,2026-03-27 21:34:00,C0922,Restaurant_08,Chandigarh,Sector 34,1,180,0.0,30,210,Wallet,Restaurant App,Delivered,Shadowfax,RD023,7.6,30,37.0,False,5.0,
ORD02371,2026-04-23,2026-04-23 07:22:00,C0138,Restaurant_04,Panchkula,Sector 15,2,300,0.0,40,340,UPI,Website,Cancelled,Not Assigned,Not Assigned,4.5,35,,,,Customer Cancelled
ORD02050,2026-04-20,2026-04-20 03:12:00,C0823,Restaurant_06,Panchkula,Sector 15,1,220,0.0,25,245,UPI,Website,Cancelled,Not Assigned,Not Assigned,1.5,50,,,,Restaurant Delay
ORD03315,2026-01-26,2026-01-26 16:12:00,C1030,Restaurant_09,Panchkula,Sector 5,5,600,30.0,60,630,Debit Card,Website,Cancelled,Not Assigned,Not Assigned,4.9,50,,,,Customer Cancelled
ORD00957,2026-05-25,2026-05-25 19:23:00,C0038,Restaurant_05,Chandigarh,Sector 22,5,1600,100.0,30,1530,Debit Card,Website,Delivered,In-house Rider,RD046,6.1,50,37.0,True,5.0,
ORD01477,2026-02-04,2026-02-04 01:45:00,C1045,Restaurant_12,Mohali,Sector 68,4,880,0.0,25,905,Cash,Restaurant App,Delivered,Shiprocket,RD078,8.3,50,41.0,True,4.0,
ORD01063,2026-06-20,2026-06-20 22:52:00,C0660,Restaurant_08,Mohali,Phase 7,3,1050,50.0,25,1025,Wallet,Restaurant App,Failed,Not Assigned,Not Assigned,1.7,50,,,,Address Issue
ORD02232,2026-04-10,2026-04-10 04:08:00,C0705,Restaurant_11,Mohali,Phase 3B2,2,560,20.0,50,590,Wallet,Restaurant App,Delivered,Shiprocket,RD002,1.9,50,19.0,True,5.0,
ORD01954,2026-03-13,2026-03-13 21:43:00,C0004,Restaurant_03,Mohali,Phase 3B2,2,800,75.0,25,750,Debit Card,Restaurant App,Delivered,Ola Logistics,RD076,3.0,45,27.0,True,5.0,
ORD01904,2026-01-15,2026-01-15 06:01:00,C0591,Restaurant_01,Mohali,Phase 5,3,750,0.0,40,790,Wallet,Website,Delivered,In-house Rider,RD082,3.0,40,20.0,True,4.0,
ORD03489,2026-06-01,2026-06-01 04:18:00,C0176,Restaurant_11,Panchkula,Sector 5,3,540,0.0,40,580,Wallet,Restaurant App,Delivered,Shadowfax,RD065,8.2,30,35.0,False,5.0,
ORD01879,2026-02-14,2026-02-14 02:03:00,C0611,Restaurant_24,Mohali,Sector 68,2,640,75.0,20,585,UPI,Website,Delivered,In-house Rider,RD064,3.6,30,30.0,True,4.0,
ORD02355,2026-05-27,2026-05-27 19:49:00,C0285,Restaurant_22,Panchkula,Sector 8,1,280,75.0,50,255,Credit Card,Website,Delivered,Shadowfax,RD034,3.0,40,30.0,True,4.0,
ORD00730,2026-04-17,2026-04-17 07:57:00,C0735,Restaurant_07,Panchkula,Sector 15,4,480,20.0,50,510,Debit Card,Restaurant App,Delivered,Shadowfax,RD076,7.9,50,44.0,True,5.0,
ORD01465,2026-04-04,2026-04-04 08:25:00,C0325,Restaurant_14,Panchkula,Sector 15,3,750,20.0,20,750,Wallet,Website,Cancelled,Not Assigned,Not Assigned,7.1,50,,,,Rider Unavailable
ORD01010,2026-04-13,2026-04-13 19:24:00,C1001,Restaurant_11,Mohali,Phase 5,3,840,0.0,40,880,UPI,Website,Delivered,Shadowfax,RD037,4.7,35,21.0,True,5.0,
ORD00550,2026-05-14,2026-05-14 04:14:00,C0723,Restaurant_02,Chandigarh,Sector 22,2,700,0.0,50,750,Debit Card,Website,Delivered,Shiprocket,RD104,4.8,40,85.0,False,4.0,
ORD01338,2026-04-07,2026-04-07 13:31:00,C1044,Restaurant_24,Chandigarh,Manimajra,5,1750,0.0,25,1775,Cash,Restaurant App,Delivered,Ola Logistics,RD148,3.4,45,34.0,True,4.0,
ORD00970,2026-06-09,2026-06-09 16:21:00,C1039,Restaurant_03,Chandigarh,Manimajra,5,1250,0.0,50,1300,Cash,Restaurant App,Delivered,In-house Rider,RD141,6.2,35,38.0,False,4.0,
ORD01360,2026-04-22,2026-04-22 07:00:00,C0968,Restaurant_07,Panchkula,Sector 5,4,600,30.0,50,620,Credit Card,Restaurant App,Delivered,Ola Logistics,RD029,5.0,45,21.0,True,5.0,
ORD01725,2026-02-25,2026-02-25 09:51:00,C0332,Restaurant_24,Mohali,Phase 5,3,450,100.0,25,375,Debit Card,Website,Failed,Not Assigned,Not Assigned,1.3,35,,,,Rider Unavailable
ORD03109,2026-03-10,2026-03-10 13:38:00,C0601,Restaurant_13,Chandigarh,Sector 35,4,720,0.0,25,745,UPI,Restaurant App,Delivered,Shadowfax,RD113,1.9,45,10.0,True,3.0,
ORD00111,2026-02-17,2026-02-17 21:52:00,C0537,Restaurant_20,Panchkula,Sector 5,4,1000,0.0,30,1030,Credit Card,Website,Failed,Not Assigned,Not Assigned,2.6,50,,,,Customer Cancelled
ORD00160,2026-05-29,2026-05-29 00:30:00,C0549,Restaurant_06,Panchkula,Sector 15,3,1050,100.0,20,970,Debit Card,Website,Delivered,Shiprocket,RD010,2.2,30,14.0,True,4.0,
ORD02937,2026-02-12,2026-02-12 01:04:00,C0681,Restaurant_07,Panchkula,Sector 15,2,360,50.0,50,360,Wallet,Restaurant App,Cancelled,Not Assigned,Not Assigned,0.9,40,,,,Address Issue
ORD00610,2026-01-11,2026-01-11 15:06:00,C0027,Restaurant_17,Panchkula,Sector 15,1,250,0.0,60,310,Cash,Website,Delivered,Shiprocket,RD047,6.6,30,28.0,True,5.0,
ORD00916,2026-05-28,2026-05-28 00:53:00,C0788,Restaurant_09,Chandigarh,Sector 17,3,660,0.0,20,680,Debit Card,Restaurant App,Delivered,Shiprocket,RD069,6.2,45,42.0,True,4.0,
ORD00292,2026-03-12,2026-03-12 14:12:00,C0338,Restaurant_03,Mohali,Phase 7,5,2000,30.0,25,1995,Debit Card,Website,Delivered,In-house Rider,RD061,6.1,45,33.0,True,5.0,
ORD02975,2026-06-12,2026-06-12 21:31:00,C0517,Restaurant_24,Mohali,Phase 3B2,1,320,30.0,20,310,UPI,Restaurant App,Delivered,Shadowfax,RD018,6.9,45,36.0,True,3.0,
ORD00746,2026-04-18,2026-04-18 03:08:00,C0576,Restaurant_03,Chandigarh,Manimajra,4,480,0.0,60,540,UPI,Website,Failed,Not Assigned,Not Assigned,6.5,35,,,,Address Issue
ORD03390,2026-05-06,2026-05-06 19:58:00,C0489,Restaurant_25,Mohali,Sector 68,3,1200,30.0,50,1220,Debit Card,Restaurant App,Delivered,In-house Rider,RD036,6.0,40,31.0,True,4.0,
ORD00776,2026-02-02,2026-02-02 11:51:00,C0506,Restaurant_19,Mohali,Phase 3B2,3,1050,0.0,50,1100,Credit Card,Website,Delivered,Ola Logistics,RD107,4.2,30,30.0,True,5.0,
ORD03305,2026-04-02,2026-04-02 00:37:00,C0858,Restaurant_15,Panchkula,Sector 8,5,600,20.0,60,640,Cash,Website,Delivered,In-house Rider,RD101,4.4,50,26.0,True,5.0,
ORD03071,2026-01-31,2026-01-31 20:41:00,C1015,Restaurant_04,Mohali,Phase 3B2,5,600,0.0,50,650,Debit Card,Restaurant App,Delivered,Shadowfax,RD147,2.3,35,20.0,True,3.0,
ORD02316,2026-05-26,2026-05-26 15:22:00,C0620,Restaurant_05,Chandigarh,Sector 34,1,250,0.0,30,280,Credit Card,Website,Delivered,Shiprocket,RD106,6.0,35,32.0,True,5.0,
ORD00578,2026-03-20,2026-03-20 17:38:00,C1174,Restaurant_09,Chandigarh,Sector 35,2,800,100.0,50,750,Credit Card,Website,Delivered,In-house Rider,RD046,5.2,45,28.0,True,5.0,
ORD01458,2026-05-14,2026-05-14 10:17:00,C0869,Restaurant_14,Mohali,Phase 7,5,600,100.0,30,530,Credit Card,Website,Delivered,Shiprocket,RD041,5.3,35,30.0,True,4.0,
ORD03236,2026-06-27,2026-06-27 18:41:00,C0931,Restaurant_07,Panchkula,Sector 11,3,750,0.0,50,800,Debit Card,Website,Delivered,Shadowfax,RD016,6.9,45,33.0,True,5.0,
ORD00264,2026-03-28,2026-03-28 16:46:00,C0107,Restaurant_01,Chandigarh,Manimajra,5,750,0.0,50,800,Wallet,Restaurant App,Cancelled,Not Assigned,Not Assigned,6.9,40,,,,Customer Cancelled
ORD01256,2026-02-27,2026-02-27 02:58:00,C0752,Restaurant_07,Chandigarh,Sector 34,5,750,,20,740,Wallet,Website,Failed,Not Assigned,Not Assigned,,35,,,,Restaurant Delay
ORD00303,2026-06-18,2026-06-18 03:37:00,C0805,Restaurant_25,Mohali,Phase 5,1,220,0.0,25,245,UPI,Website,Delivered,Ola Logistics,RD045,9.2,30,40.0,False,5.0,
ORD01772,2026-05-26,2026-05-26 19:09:00,C0713,Restaurant_21,Mohali,Phase 3B2,4,880,20.0,60,920,UPI,Website,Delivered,In-house Rider,RD139,6.0,50,33.0,True,1.0,
ORD02976,2026-05-14,2026-05-14 05:50:00,C1108,Restaurant_14,Panchkula,Sector 8,3,450,75.0,60,435,UPI,Restaurant App,Failed,Not Assigned,Not Assigned,1.0,30,,,,Rider Unavailable
ORD01200,2026-04-16,2026-04-16 02:46:00,C0589,Restaurant_24,Mohali,Phase 3B2,3,360,100.0,20,280,Debit Card,Restaurant App,Delivered,Shiprocket,RD079,2.6,45,27.0,True,5.0,
ORD03912,2026-01-16,2026-01-16 12:05:00,C1128,Restaurant_12,Chandigarh,Sector 35,5,2000,0.0,25,2025,Debit Card,Website,Cancelled,Not Assigned,Not Assigned,6.5,40,,,,Address Issue
ORD00150,2026-04-08,2026-04-08 00:49:00,C0628,Restaurant_18,Mohali,Phase 5,3,360,,25,385,Debit Card,Website,Delivered,Ola Logistics,RD075,,35,25.0,True,,
ORD00815,2026-06-08,2026-06-08 00:59:00,C1041,Restaurant_06,Panchkula,Sector 15,4,880,0.0,25,905,UPI,Restaurant App,Delivered,Ola Logistics,RD116,7.9,50,35.0,True,4.0,
